customer_id,customer_name,gender,age,email,phone,city,state,signup_date,customer_segment
CUST000044,Isaac Patil,,54,tlala@example.com,0475909680,Lucknow,Odisha,2021-01-09 18:35:59.154671,Inactive
CUST000045,Wriddhish Bhardwaj,FEMALE,28,keya85@example.org,0554852762,Bengaluru,Punjab,2021-01-09 19:35:59.154671,Regular
CUST000046,Farhan Chada,FEMALE,73,vnatarajan@example.com,2823164772,Bhopal,Odisha,2021-01-09 20:35:59.154671,Premium
CUST000047,Ekapad Walia,,18,mahika66@example.com,0592855673,Mumbai,Tamil Nadu,2021-01-09 21:35:59.154671,Inactive
CUST000048,Kabir Soman,Unknown,43,utkarsh34@example.org,5334471807,Patna,Haryana,2021-01-09 22:35:59.154671,VIP
CUST000049,Alka Wable,Female,59,sachiraval@example.org,+915547688,Bengaluru,Andhra Pradesh,2021-01-09 23:35:59.154671,Inactive
CUST000050,Siddharth Zacharia,Female,79,dugalturvi@example.com,+915674499,Chennai,Gujarat,2021-01-10 00:35:59.154671,Inactive
CUST000051,Devika Rastogi,Unknown,76,max17@example.com,+915765091,Nagpur,Haryana,2021-01-10 01:35:59.154671,Inactive
CUST000052,Raksha Varughese,Female,78,rachitasangha@example.net,+915121261,Vadodara,Odisha,2021-01-10 02:35:59.154671,Regular
CUST000053,Jai Kota,M,77,zparikh@example.net,6535753903,Vadodara,Rajasthan,2021-01-10 03:35:59.154671,New
CUST000054,Devansh Nigam,FEMALE,30,madhav65@example.net,+911092794,Visakhapatnam,Delhi,2021-01-10 04:35:59.154671,Inactive
CUST000055,Victor Kannan,Unknown,45,qedwin@example.org,6147884800,Jaipur,Kerala,2021-01-10 05:35:59.154671,Regular
CUST000056,Ekavir Bhargava,FEMALE,53,shankermanan@example.org,+912376722,Visakhapatnam,Gujarat,2021-01-10 06:35:59.154671,VIP
CUST000057,Ekansh Balay,,38,ybala@example.org,0648894273,Visakhapatnam,Haryana,2021-01-10 07:35:59.154671,Regular
CUST000058,Ekavir Varkey,Male,79,zratta@example.com,+916922297,Pune,Delhi,2021-01-10 08:35:59.154671,New
CUST000059,Arya Sunder,M,27,banerjeeanthony@example.com,0066274142,Chennai,Odisha,2021-01-10 09:35:59.154671,Inactive
CUST000060,Kevin Solanki,F,29,laksh68@example.net,+913874573,Hyderabad,Punjab,2021-01-10 10:35:59.154671,Inactive
CUST000061,Urvashi Ray,M,63,eeshabaral@example.net,0651793508,Kolkata,Kerala,2021-01-10 11:35:59.154671,Premium
CUST000062,Girindra Chatterjee,Unknown,-5,gchhabra@example.org,+917465284,Hyderabad,Delhi,2021-01-10 12:35:59.154671,Premium
CUST000063,Irya Sampath,F,20,wakeetaparikh@example.org,+914959176,Lucknow,Delhi,2021-01-10 13:35:59.154671,Regular
CUST000064,Unni Bhagat,Male,45,tamannavenkatesh@example.com,0877244924,Mumbai,Haryana,2021-01-10 14:35:59.154671,Inactive
CUST000065,Darsh Rau,Unknown,19,mugdha24@example.com,+917868329,Indore,Punjab,2021-01-10 15:35:59.154671,VIP
CUST000066,Ikbal Kothari,male,45,gauri88@example.org,+913073840,Chennai,Karnataka,2021-01-10 16:35:59.154671,VIP
CUST000067,Ranveer Yadav,FEMALE,68,wadhwadayamai@example.org,0755252250,Chennai,Haryana,2021-01-10 17:35:59.154671,Regular
CUST000068,Logan Sami,Male,48,devansh74@example.net,+910556836,Delhi,Bihar,2021-01-10 18:35:59.154671,Inactive
CUST000069,Arya Shere,FEMALE,60,battaronith@example.net,6920221981,Chandigarh,Kerala,2021-01-10 19:35:59.154671,New
CUST000070,Faqid Savant,Female,38,fjhaveri@example.com,+916186948,Surat,Tamil Nadu,2021-01-10 20:35:59.154671,Premium
CUST000071,Chandresh Zachariah,male,24,jayaramanryan@example.org,2083048704,Patna,Telangana,2021-01-10 21:35:59.154671,New
CUST000072,Girik Khalsa,male,67,trivediaarush@example.org,0661010993,Surat,Odisha,2021-01-10 22:35:59.154671,VIP
CUST000073,Niharika Sunder,Male,78,hsoni@example.com,7337407777,Vadodara,Delhi,2021-01-10 23:35:59.154671,New
CUST000074,Tanay Rattan,male,48,murthypooja@example.org,0752306055,Kolkata,Madhya Pradesh,2021-01-11 00:35:59.154671,Premium
CUST000075,Nitesh Raghavan,F,31,wasonraksha@example.com,7613133936,Visakhapatnam,Maharashtra,2021-01-11 01:35:59.154671,Regular
CUST000076,Madhavi Lanka,male,56,vbali@example.net,+914772387,Visakhapatnam,Uttar Pradesh,2021-01-11 02:35:59.154671,Premium
CUST000077,Bhavika Sampath,FEMALE,71,chaturamall@example.net,+919953237,Vadodara,Gujarat,2021-01-11 03:35:59.154671,New
CUST000078,Mohammed Gupta,FEMALE,79,mbadal@example.org,0810211676,Visakhapatnam,Uttar Pradesh,2021-01-11 04:35:59.154671,Inactive
CUST000079,Teerth Bhardwaj,Unknown,56,arya01@example.org,0803047620,Nagpur,Punjab,2021-01-11 05:35:59.154671,VIP
CUST000080,Dipta Bhandari,FEMALE,72,yahvidate@example.net,0689398364,Bengaluru,Bihar,2021-01-11 06:35:59.154671,Inactive
CUST000081,Vansha Thakkar,Unknown,26,yahviprabhu@example.net,+916997346,Hyderabad,Haryana,2021-01-11 07:35:59.154671,New
CUST000082,Dakshesh Trivedi,FEMALE,40,nathan53@example.net,4389191677,Ahmedabad,Punjab,2021-01-11 08:35:59.154671,Premium
CUST000083,Quincy Biswas,F,79,yahvikhosla@example.com,+912466026,Bhopal,Delhi,2021-01-11 09:35:59.154671,Inactive
CUST000084,Wahab Raval,,29,vshenoy@example.com,0958698719,Surat,Uttar Pradesh,2021-01-11 10:35:59.154671,Regular
CUST000085,Yatin Baral,Unknown,46,jagrati21@example.org,1307448309,Kochi,Haryana,2021-01-11 11:35:59.154671,New
CUST000086,Oni Virk,M,55,pandyaanika@example.org,8195265812,Ahmedabad,Delhi,2021-01-11 12:35:59.154671,VIP
CUST000087,Advika Jayaraman,Female,75,bshukla@example.com,+910522587,Ahmedabad,Maharashtra,2021-01-11 13:35:59.154671,New
CUST000088,William Lanka,Male,73,radha75@example.org,+917843380,Chennai,Haryana,2021-01-11 14:35:59.154671,New
CUST000089,Karan Mital,FEMALE,56,dbansal@example.com,+919745677,Mumbai,Kerala,2021-01-11 15:35:59.154671,Regular
CUST000090,Diya Bora,male,39,eta27@example.org,+916772069,Bengaluru,Gujarat,2021-01-11 16:35:59.154671,Premium
CUST000091,Tara Chaudhry,,21,palaarav@example.net,0781957787,Vadodara,Maharashtra,2021-01-11 17:35:59.154671,New
CUST000092,Tanay Toor,FEMALE,65,dhawanrachana@example.net,+914528285,Bhopal,Delhi,2021-01-11 18:35:59.154671,Inactive
CUST000093,Kevin Palla,male,24,amaira92@example.com,+912577934,Jaipur,Haryana,2021-01-11 19:35:59.154671,Inactive
CUST000094,Yash Pingle,Female,77,ptalwar@example.com,0653657350,Bhopal,Odisha,2021-01-11 20:35:59.154671,Inactive
CUST000095,Nakul Sarma,Female,57,leenasachar@example.net,4200065229,Hyderabad,Bihar,2021-01-11 21:35:59.154671,Inactive
CUST000096,Abhiram Mistry,Female,25,pahalsoni@example.com,0290904415,Chennai,Madhya Pradesh,2021-01-11 22:35:59.154671,Premium
CUST000097,Krish Lalla,male,77,pvirk@example.com,+917205977,Hyderabad,West Bengal,2021-01-11 23:35:59.154671,Premium
CUST000098,Hredhaan Dugal,FEMALE,77,gauri57@example.net,+919839776,Surat,Bihar,2021-01-12 00:35:59.154671,Inactive
CUST000099,Baghyawati Kade,Female,69,harinakshithakur@example.net,0196064077,Mumbai,Andhra Pradesh,2021-01-12 01:35:59.154671,VIP
CUST000100,Samar Lalla,F,75,lucky03@example.com,1702634051,Kochi,Odisha,2021-01-12 02:35:59.154671,Premium
CUST000101,Zayan Behl,Unknown,74,parth48@example.net,,Lucknow,Madhya Pradesh,2021-01-12 03:35:59.154671,New
CUST000102,Pallavi Malhotra,male,52,halderbarkha@example.org,0065175983,Visakhapatnam,Uttar Pradesh,2021-01-12 04:35:59.154671,Premium
CUST000103,Aarush Nath,male,26,sundaramamruta@example.com,4159336495,Kolkata,Karnataka,2021-01-12 05:35:59.154671,VIP
CUST000104,Adweta Edwin,FEMALE,68,bahlbanjeet@example.com,+911432561,Hyderabad,Madhya Pradesh,2021-01-12 06:35:59.154671,Premium
CUST000105,Prisha Andra,male,30,jgolla@example.com,+916785372,Noida,Andhra Pradesh,2021-01-12 07:35:59.154671,Premium
CUST000106,Faqid Dixit,male,56,avni79@example.org,+912607753,Kolkata,Tamil Nadu,2021-01-12 08:35:59.154671,New
CUST000107,Kala Divan,Female,37,mitali49@example.org,+915937420,Visakhapatnam,Delhi,2021-01-12 09:35:59.154671,Regular
CUST000108,Joshua Barman,FEMALE,38,badaldayamai@example.com,8565228735,Lucknow,Bihar,2021-01-12 10:35:59.154671,Regular
CUST000109,Janya Baral,Female,250,balhaar55@example.org,9032598574,Pune,Tamil Nadu,2021-01-12 11:35:59.154671,VIP
CUST000110,Shivansh Krish,Unknown,64,bhatnagarbalvan@example.org,+911699747,Lucknow,Delhi,2021-01-12 12:35:59.154671,Regular
CUST000111,Irya Ray,,36,tristan93@example.org,0129992283,Jaipur,Bihar,2021-01-12 13:35:59.154671,VIP
CUST000112,Warjas Gaba,Unknown,19,ishaan59@example.net,6366607540,Delhi,Kerala,2021-01-12 14:35:59.154671,Premium
CUST000113,Nitara Bakshi,,61,bandichakrika@example.org,4662320013,Mumbai,Gujarat,2021-01-12 15:35:59.154671,Premium
CUST000114,Gaurangi Sabharwal,Female,57,chanchalkunda@example.com,0220508538,Bhopal,Odisha,2021-01-12 16:35:59.154671,New
CUST000115,Amara Dutta,Unknown,47,lila83@example.org,0389523576,Jaipur,Delhi,2021-01-12 17:35:59.154671,VIP
CUST000116,Lavanya Barad,FEMALE,250,riasundaram@example.com,0213024968,Indore,Kerala,2021-01-12 18:35:59.154671,Premium
CUST000117,Tristan Iyengar,Male,72,amrita27@example.net,0578749398,Ahmedabad,Kerala,2021-01-12 19:35:59.154671,Regular
CUST000118,Inaya Mody,Female,57,kamya13@example.net,+918915741,Bhopal,Haryana,2021-01-12 20:35:59.154671,VIP
CUST000119,Udant Bajwa,,30,damyantigoda@example.org,0532418419,Pune,Odisha,2021-01-12 21:35:59.154671,Premium
CUST000120,Mohini Narasimhan,F,50,sarthak11@example.com,+913841503,Visakhapatnam,Madhya Pradesh,2021-01-12 22:35:59.154671,Inactive
CUST000121,Ekaraj Mallick,,49,bhatiaadvay@example.com,0818467773,Bengaluru,Kerala,2021-01-12 23:35:59.154671,Regular
CUST000122,Yashodhara Ratta,F,45,nakulchacko@example.net,3330121159,Indore,Tamil Nadu,2021-01-13 00:35:59.154671,VIP
CUST000123,Ayaan D’Alia,male,41,khoslamekhala@example.org,1372411598,Hyderabad,Gujarat,2021-01-13 01:35:59.154671,Premium
CUST000124,Pranav Lanka,Unknown,59,lipika12@example.net,0478401650,Bengaluru,Punjab,2021-01-13 02:35:59.154671,Regular
CUST000125,Ikbal Saraf,F,45,isalvi@example.org,,Ahmedabad,Odisha,2021-01-13 03:35:59.154671,Regular
CUST000126,Dipta Sarin,,47,gsingh@example.org,+914457270,Mumbai,Madhya Pradesh,2021-01-13 04:35:59.154671,Regular
CUST000127,Lekha Gupta,male,79,bina63@example.com,,Pune,Bihar,2021-01-13 05:35:59.154671,Inactive
CUST000128,Chaitanya Sarin,Male,70,shafrederick@example.com,9871187102,Indore,Kerala,2021-01-13 06:35:59.154671,Regular
CUST000129,Zinal Yohannan,FEMALE,73,anandekansh@example.com,0213660428,Vadodara,Madhya Pradesh,2021-01-13 07:35:59.154671,Premium
CUST000130,Januja Sankar,FEMALE,58,jmangat@example.net,0419394609,Pune,Haryana,2021-01-13 08:35:59.154671,Premium
CUST000131,Ganga Murthy,FEMALE,46,rautripti@example.com,0407784469,Visakhapatnam,Uttar Pradesh,2021-01-13 09:35:59.154671,Regular
CUST000132,Charita Tripathi,F,51,pantyatan@example.net,0721242506,Kolkata,Kerala,2021-01-13 10:35:59.154671,Inactive
CUST000133,Nilima Narain,Male,68,vivaan90@example.net,+916973713,Kochi,Karnataka,2021-01-13 11:35:59.154671,Premium
CUST000134,Chakrika Datta,F,39,ramfrederick@example.com,0660052462,Vadodara,Madhya Pradesh,2021-01-13 12:35:59.154671,Premium
CUST000135,Osha Raghavan,Unknown,42,mkakar@example.com,6746235361,Noida,Maharashtra,2021-01-13 13:35:59.154671,Regular
CUST000136,Charvi Ravi,F,31,xavier68@example.net,8834434250,Nagpur,Maharashtra,2021-01-13 14:35:59.154671,VIP
CUST000137,Daksha Mangat,Male,27,ypandya@example.net,0551137226,Kolkata,Tamil Nadu,2021-01-13 15:35:59.154671,VIP
CUST000138,Qushi Nagy,Male,27,madhavishankar@example.net,4127871346,Visakhapatnam,Kerala,2021-01-13 16:35:59.154671,New
CUST000139,Riya Sathe,Unknown,25,kmahajan@example.org,0870572253,Nagpur,Karnataka,2021-01-13 17:35:59.154671,VIP
CUST000140,Yasti Solanki,Male,31,jsinghal@example.net,6926904305,Patna,Gujarat,2021-01-13 18:35:59.154671,Inactive
CUST000141,Frado Mander,,62,gabrielmall@example.org,0669665906,Visakhapatnam,Andhra Pradesh,2021-01-13 19:35:59.154671,Premium
CUST000142,Girik Keer,Male,55,aurorasamuel@example.net,0084235743,Vadodara,Andhra Pradesh,2021-01-13 20:35:59.154671,Inactive
CUST000143,Umang Issac,FEMALE,49,agrawaljyoti@example.com,0413785753,Pune,Odisha,2021-01-13 21:35:59.154671,New
CUST000144,Aryan Batra,,70,vasatika20@example.net,6301472000,Nagpur,Telangana,2021-01-13 22:35:59.154671,Inactive
CUST000145,Vaishnavi Bora,,79,varenyamadan@example.net,0649307116,Pune,Andhra Pradesh,2021-01-13 23:35:59.154671,New
CUST000146,Oeshi Hayer,Unknown,62,vkrishnamurthy@example.org,0413348758,Chandigarh,Gujarat,2021-01-14 00:35:59.154671,Inactive
CUST000147,Warda Ratta,M,49,nicholasgrewal@example.net,+913907706,Noida,Haryana,2021-01-14 01:35:59.154671,New
CUST000148,Manbir Ahluwalia,M,20,amolmutti@example.net,2228890191,Jaipur,Madhya Pradesh,2021-01-14 02:35:59.154671,Premium
CUST000149,Pavani Kanda,Male,77,anjalighose@example.net,+918972505,Chennai,Bihar,2021-01-14 03:35:59.154671,New
CUST000150,Zarna Shetty,,37,chaitanyajha@example.org,2117411733,Kochi,West Bengal,2021-01-14 04:35:59.154671,VIP
CUST000151,Zaid Dara,M,78,omya62@example.org,+916246022,Kolkata,Bihar,2021-01-14 05:35:59.154671,Regular
CUST000152,Kiaan Shetty,M,30,mdatta@example.org,+917292471,Bhopal,Bihar,2021-01-14 06:35:59.154671,New
CUST000153,Saanvi Thaman,Male,72,prabhakarbrijesh@example.org,0036168223,Visakhapatnam,Madhya Pradesh,2021-01-14 07:35:59.154671,New
CUST000154,Sanaya Dutt,M,40,lohitsharma@example.com,2659058326,Delhi,Andhra Pradesh,2021-01-14 08:35:59.154671,New
CUST000155,Shivani Lad,F,36,hkaran@example.net,+911823250,Pune,Telangana,2021-01-14 09:35:59.154671,Regular
CUST000156,Aradhana Verma,male,33,vincentsoni@example.com,4549545993,Chennai,Karnataka,2021-01-14 10:35:59.154671,VIP
CUST000157,William Maharaj,Unknown,53,lajita98@example.com,+914521345,Chandigarh,Madhya Pradesh,2021-01-14 11:35:59.154671,VIP
CUST000158,Faras Mangal,male,52,bgera@example.org,+912165420,Delhi,Odisha,2021-01-14 12:35:59.154671,Regular
CUST000159,Anita Nayak,Male,64,xbali@example.com,+913340094,Kolkata,Telangana,2021-01-14 13:35:59.154671,VIP
CUST000160,Faris Devi,FEMALE,64,sibalmanbir@example.com,+917193326,Kolkata,Maharashtra,2021-01-14 14:35:59.154671,Regular
CUST000161,Vihaan Rajagopal,Unknown,67,lalanathan@example.net,0718120056,Kolkata,Odisha,2021-01-14 15:35:59.154671,New
CUST000162,Tanish Bhatt,Male,71,umangpingle@example.org,+914657381,Pune,Madhya Pradesh,2021-01-14 16:35:59.154671,Premium
CUST000163,Nikita Narayanan,,24,bina34@example.org,0970125915,Indore,Andhra Pradesh,2021-01-14 17:35:59.154671,Inactive
CUST000164,Ojasvi Bhatia,FEMALE,69,ucchalahluwalia@example.com,5338222047,Kolkata,Maharashtra,2021-01-14 18:35:59.154671,Inactive
CUST000165,Osha Ramachandran,male,54,rbhardwaj@example.net,+913443342,Bhopal,Telangana,2021-01-14 19:35:59.154671,New
CUST000166,Lajita Sood,Male,25,oshagopal@example.org,+910071328,Bhopal,Madhya Pradesh,2021-01-14 20:35:59.154671,Regular
CUST000167,Indira Misra,,42,somsimon@example.net,+915797170,Patna,Karnataka,2021-01-14 21:35:59.154671,Premium
CUST000168,Oni Yohannan,Unknown,40,xvarghese@example.com,2741603552,Delhi,Uttar Pradesh,2021-01-14 22:35:59.154671,New
CUST000169,Vinaya Kanda,Unknown,27,oliverreddy@example.net,1090894749,Ahmedabad,Delhi,2021-01-14 23:35:59.154671,New
CUST000170,Rajata Sunder,Female,47,deshmukhzayyan@example.com,+919869302,Nagpur,Gujarat,2021-01-15 00:35:59.154671,New
CUST000171,Lopa Nayar,,50,bhattacharyyaedhitha@example.org,1752183540,Kochi,Telangana,2021-01-15 01:35:59.154671,Inactive
CUST000172,Noah Sibal,F,28,zaidpai@example.com,0390576031,Bengaluru,Haryana,2021-01-15 02:35:59.154671,New
CUST000173,Avi Ramesh,M,79,wakeeta81@example.net,0485808294,Indore,Maharashtra,2021-01-15 03:35:59.154671,Inactive
CUST000174,Fiyaz Sangha,FEMALE,52,hemalsanghvi@example.org,+915656571,Noida,Telangana,2021-01-15 04:35:59.154671,VIP
CUST000175,Triya Gopal,,44,bhavika02@example.com,0063604184,Kolkata,Odisha,2021-01-15 05:35:59.154671,New
CUST000176,Abha Raghavan,Female,70,timothy48@example.com,+912023090,Bengaluru,Uttar Pradesh,2021-01-15 06:35:59.154671,Premium
CUST000177,Siddharth Sha,M,20,dharvyanjana@example.net,5230148760,Kolkata,Haryana,2021-01-15 07:35:59.154671,Inactive
CUST000178,Geetika Raghavan,M,64,sibaldivya@example.com,0176941510,Bhopal,Punjab,2021-01-15 08:35:59.154671,Regular
CUST000179,Oviya Krishnan,Male,66,abose@example.org,0223255844,Hyderabad,Delhi,2021-01-15 09:35:59.154671,VIP
CUST000180,Upma Bahl,M,67,venkateshlaksh@example.org,0775544657,Delhi,Andhra Pradesh,2021-01-15 10:35:59.154671,New
CUST000181,Inaya Kapur,F,25,anay31@example.com,0386954803,Kochi,Bihar,2021-01-15 11:35:59.154671,Inactive
CUST000182,Banjeet Balasubramanian,Unknown,72,nathmatthew@example.net,+914026882,Hyderabad,Telangana,2021-01-15 12:35:59.154671,Regular
CUST000183,Ryan Bahri,Female,30,damyanti52@example.org,+914159425,Lucknow,Maharashtra,2021-01-15 13:35:59.154671,New
CUST000184,William Date,M,59,fsamra@example.net,+918956070,Hyderabad,Andhra Pradesh,2021-01-15 14:35:59.154671,Inactive
CUST000185,Ishwar Kamdar,Male,20,asandhu@example.org,0899076306,Nagpur,West Bengal,2021-01-15 15:35:59.154671,New
CUST000186,Aahana Pillay,F,37,kamala50@example.org,0555393703,Patna,Delhi,2021-01-15 16:35:59.154671,Inactive
CUST000187,Ishwar Gade,male,63,rvora@example.net,7491472214,Nagpur,Kerala,2021-01-15 17:35:59.154671,Premium
CUST000188,Hritik Bal,Unknown,62,ebath@example.com,0811523261,Bengaluru,Andhra Pradesh,2021-01-15 18:35:59.154671,Premium
CUST000189,Keya Ranganathan,Unknown,52,adityadara@example.org,7549918002,Patna,Bihar,2021-01-15 19:35:59.154671,VIP
CUST000190,Faqid Kibe,Female,30,jalsa81@example.net,1035477375,Surat,Madhya Pradesh,2021-01-15 20:35:59.154671,Premium
CUST000191,Charvi Dara,Unknown,37,sharafjai@example.org,0662168230,Patna,Madhya Pradesh,2021-01-15 21:35:59.154671,Premium
CUST000192,Idika Walia,M,41,mitalibumb@example.org,+913698175,Kochi,Odisha,2021-01-15 22:35:59.154671,New
CUST000193,Kamala Biswas,Male,74,oviyamanne@example.org,0952533601,Noida,Tamil Nadu,2021-01-15 23:35:59.154671,Regular
CUST000194,Advik Salvi,Unknown,72,dhaliwaldhruv@example.net,2296523965,Patna,Bihar,2021-01-16 00:35:59.154671,Inactive
CUST000195,Hitesh Sant,Unknown,26,csaini@example.net,0985532306,Noida,Delhi,2021-01-16 01:35:59.154671,Inactive
CUST000196,Tripti Dua,male,47,narulajanaki@example.org,+919399406,Noida,Maharashtra,2021-01-16 02:35:59.154671,VIP
CUST000197,Patrick Vig,male,42,dugarsanaya@example.com,+916174103,Visakhapatnam,Tamil Nadu,2021-01-16 03:35:59.154671,Premium
CUST000198,Veda Shroff,FEMALE,33,vedika79@example.com,8425680395,Visakhapatnam,Rajasthan,2021-01-16 04:35:59.154671,VIP
CUST000199,Amrita Naidu,F,72,sathvik18@example.org,+912042323,Lucknow,Bihar,2021-01-16 05:35:59.154671,New
CUST000200,Gabriel Mallick,M,72,imaranghosh@example.net,0845516809,Visakhapatnam,West Bengal,2021-01-16 06:35:59.154671,VIP
CUST000201,Yagnesh Shetty,Unknown,25,ghoshaayush@example.org,+915746913,Chennai,Punjab,2021-01-16 07:35:59.154671,Regular
CUST000202,Gayathri Balakrishnan,,61,sai95@example.org,+918729526,Patna,West Bengal,2021-01-16 08:35:59.154671,Premium
CUST000203,Ekta Gopal,Unknown,75,sachdevacharvi@example.org,7547582209,Mumbai,West Bengal,2021-01-16 09:35:59.154671,Inactive
CUST000204,Simon Pant,Male,45,madhavi45@example.net,3325365720,Nagpur,Telangana,2021-01-16 10:35:59.154671,Inactive
CUST000205,Harini Mammen,FEMALE,0,lopa73@example.org,5786913219,Chennai,Maharashtra,2021-01-16 11:35:59.154671,Inactive
CUST000206,Advaith Varughese,F,68,bhandariishanvi@example.com,3224155764,Jaipur,Rajasthan,2021-01-16 12:35:59.154671,VIP
